x,sigma_eff
6.309573444801933,0.15827227307035033
6.456542290346556,0.1592898281361833
6.606934480075961,0.16034195172122473
6.760829753919819,0.16142985395951606
6.918309709189366,0.16255478406726764
7.07945784384138,0.1637180312076873
7.2443596007499025,0.16492092534582445
7.413102413009177,0.1661648380920825
7.58577575029184,0.16745118353335095
7.76247116628692,0.16878141905111255
7.943282347242818,0.1701570461264058
8.128305161640995,0.17157961113218997
8.317637711026709,0.17305070611450374
8.511380382023763,0.1745719695648463
8.709635899560805,0.17614508718749303
8.912509381337454,0.1777717926670083
9.120108393559097,0.1794538684431051
9.33254300796991,0.18119314650224982
9.549925860214358,0.1829915091981153
9.772372209558107,0.18485089011618494
10.,0.18677327500161123
10.232929922807546,0.18876070277391113
10.471285480508996,0.19081526665734658
10.71519305237607,0.1929391154620239
10.964781961431852,0.19513445505796662
11.220184543019629,0.19740355009285454
11.481536214968829,0.19974872601394458
11.748975549395292,0.20217237146609363
12.02264434617413,0.2046769411510549
12.30268770812381,0.2072649592485345
12.589254117941675,0.20993902351723975
12.882495516931336,0.21270181021459494
13.182567385564074,0.21555607999742393
13.489628825916533,0.2185046849930481
13.803842646028853,0.2215505772615333
14.12537544622754,0.2246968189057149
14.45439770745928,0.22794659412687554
14.791083881682072,0.23130322357121022
15.135612484362087,0.23477018136639663
15.488166189124811,0.23835111530957598
15.848931924611142,0.24204987073898698
16.218100973589298,0.24587051870254423
16.595869074375614,0.24981738912924373
16.982436524617444,0.2538951098149369
17.378008287493763,0.2581086521545564
17.78279410038923,0.2624633846902533
18.197008586099845,0.2669651357014515
18.620871366628677,0.2716202662410364
19.054607179632484,0.2764357552247445
19.498445997580454,0.2814192984115142
19.952623149688808,0.286579423374889
20.417379446695296,0.2921313207399616
20.892961308540386,0.29792817920560116
21.379620895022324,0.30395143191002943
21.87761623949552,0.31021109099782485
22.3872113856834,0.31671768864974725
22.908676527677724,0.32348231215594964
23.442288153199225,0.3305166423284905
23.9883291901949,0.3378329956736681
24.547089156850312,0.3454443708057709
25.118864315095795,0.3533644996542276
25.703957827688647,0.3616079040973697
26.302679918953814,0.37018995874968785
26.915348039269166,0.379126960737607
27.542287033381662,0.38843620742355944
28.18382931264455,0.398136083182205
28.84031503126606,0.4082461564989089
29.51209226666387,0.41878728885261834
30.19951720402016,0.4297914260721161
30.90295432513592,0.4413013909927292
31.622776601683793,0.453317150053942
32.35936569296285,0.4658648138142225
33.11311214825911,0.4789720835897184
33.884415613920275,0.49266836961555494
34.673685045253166,0.5069849204922896
35.48133892335757,0.5219549653135451
36.30780547701014,0.5376138700778158
37.15352290971724,0.5539993102279133
38.018939632056124,0.5711514614408414
38.904514499428046,0.5891132111156557
39.810717055349734,0.6079303933844656
40.73802778041126,0.6276617483925016
41.68693834703355,0.6483551558372407
42.65795188015925,0.6700635451086745
43.65158322401661,0.6928462205222341
44.6683592150963,0.7167664815247188
45.708818961487516,0.7418919334911087
46.77351412871981,0.768294828227132
47.86300923226385,0.7960524378803704
48.97788193684461,0.8252474665343215
50.11872336272725,0.8559672469563835
51.28613839913648,0.8882998127263639
52.480746024977286,0.9223578252941023
53.70317963702527,0.9582515068791524
54.954087385762485,0.9960989880405674
56.23413251903491,1.0360269367697623
57.54399373371572,1.0781712474487248
58.8843655355589,1.1226777972105468
60.25595860743581,1.1696988915074693
61.65950018614822,1.2193904013331205
63.095734448019364,1.2719552046038591
64.56542290346556,1.3275909876965148
66.06934480075958,1.3865101730646952
67.60829753919819,1.448941083483667
69.18309709189363,1.5151292131992324
70.79457843841381,1.5853165387212327
72.44359600749898,1.6597903912866303
74.13102413009177,1.738887356623767
75.85775750291836,1.8229452050101085
77.6247116628692,1.9123276493449886
79.43282347242814,2.007426404447983
81.28305161640995,2.108621430781634
83.17637711026708,2.216399436902833
85.11380382023768,2.3312837121935206
87.09635899560806,2.4538181729244113
89.12509381337459,2.5845894301261843
91.20108393559097,2.7241962810025457
93.32543007969915,2.8733404937971634
95.49925860214358,3.03280050877209
97.72372209558111,3.2033882514769116
100.,3.3859788164053057
102.32929922807547,3.58143870717376
104.71285480508996,3.790886713941478
107.1519305237607,4.015448603241614
109.64781961431851,4.256338702058091
112.20184543019641,4.5148380980234935
114.81536214968828,4.792398113845717
117.48975549395303,5.0905597560019435
120.22644346174131,5.410974285174195
123.02687708123811,5.755403771208982
125.89254117941675,6.125790677860963
128.82495516931337,6.52420371014139
131.82567385564073,6.9529205980820805
134.89628825916532,7.414288793941796
138.03842646028852,7.91078349718973
141.2537544622754,8.445168032451361
144.5439770745928,9.020314991198696
147.91083881682073,9.639044319855968
151.35612484362088,10.304622646106985
154.88166189124811,11.020353306659688
158.48931924611142,11.789282478789389
162.18100973589299,12.615186839070455
165.95869074375614,13.501329998794933
169.82436524617444,14.45077268485906
173.78008287493762,15.467683051301842
177.82794100389228,16.55416997786547
181.97008586099844,17.71339897999738
186.20871366628674,18.947720300962384
190.54607179632484,20.258521899546203
194.98445997580455,21.64807232026116
199.52623149688807,23.11513299686382
204.17379446695296,24.659298014798214
208.92961308540407,26.278078146967538
213.79620895022325,27.969459864685454
218.77616239495518,29.727680507214195
223.872113856834,31.546283140597875
229.08676527677724,33.41654387189407
234.42288153199226,35.32863271090595
239.88329190194898,37.27079895993559
245.4708915685031,39.23015998461936
251.18864315095797,41.19124240482781
257.03957827688646,43.13718116114462
263.02679918953817,45.052790583104695
269.1534803926917,46.921754056377935
275.4228703338166,48.726298574954996
281.8382931264455,50.451291130371374
288.40315031266056,52.08162034549989
295.1209226666387,53.60483953435503
301.9951720402016,55.0095327825709
309.0295432513592,56.285723575884774
316.22776601683796,57.42933170743197
323.5936569296284,58.43705125098167
331.1311214825911,59.307686831487956
338.84415613920277,60.042454212803705
346.73685045253166,60.64398959105442
354.81338923357566,61.11784873427521
363.0780547701014,61.4713582157933
371.53522909717276,61.71257617087223
380.1893963205613,61.84959886772541
389.04514499428046,61.89207838130658
398.1071705534973,61.849899322760876
407.3802778041126,61.730316228801655
416.8693834703355,61.54552469841853
426.57951880159254,61.30513498021751
436.5158322401661,61.01871482352769
446.683592150963,60.69547559283958
457.0881896148752,60.34402129174462
467.73514128719813,59.972788792187885
478.6300923226385,59.58971114709478
489.77881936844614,59.20247508363007
501.18723362727246,58.81755865257756
512.8613839913648,58.438593464492044
524.8074602497728,58.07691405496362
537.0317963702527,57.73963795497234
549.5408738576248,57.43095602168251
562.341325190349,57.16655407526348
575.4399373371573,56.94533826627482
588.843655355589,56.77776444614342
602.5595860743581,56.66994317453232
616.5950018614822,56.62544485253333
630.9573444801937,56.65873553136184
645.6542290346556,56.78014962440342
660.6934480075964,56.999218512901415
676.0829753919819,57.32681738316693
691.8309709189363,57.774570425260904
707.945784384138,58.354657956037215
724.4359600749899,59.080378138054876
741.3102413009177,59.96884156226899
758.5775750291835,61.0276100114856
776.247116628692,62.27585294090537
794.3282347242813,63.73014307151723
812.8305161640995,65.41228214094241
831.7637711026708,67.33781198787665
851.1380382023768,69.52330784959636
870.9635899560806,71.98787029468525
891.2509381337459,74.75137597494806
912.0108393559096,77.85631887452487
933.2543007969915,81.31393752279068
954.992586021436,85.12175460838523
977.2372209558112,89.29223717445862
1000.,93.83668519257095
1023.2929922807537,98.82575920522488
1047.1285480509007,104.191034220102
1071.519305237607,109.92120089516828
1096.4781961431852,115.99877472362334
1122.018454301963,122.45561868883266
1148.1536214968842,129.2059721159948
1174.8975549395302,136.1900489347941
1202.2644346174131,143.349058121256
1230.268770812381,150.62880746426316
1258.9254117941662,157.93640522224752
1288.249551693135,165.18650652392904
1318.2567385564075,172.25733994298633
1348.9628825916532,179.07367199766014
1380.3842646028838,185.5742239511415
1412.5375446227554,191.64415120291744
1445.439770745928,197.19920876235352
1479.1083881682073,202.24369814323904
1513.5612484362073,206.71161857145535
1548.8166189124827,210.57182703874446
1584.893192461114,213.86455636514577
1621.8100973589299,216.5927216095582
1659.5869074375596,218.7878742693497
1698.243652461746,220.51474308428652
1737.8008287493763,221.82559852857105
1778.2794100389228,222.78833311653824
1819.7008586099826,223.47998549805155
1862.0871366628694,223.97646484675573
1905.4607179632483,224.349577793725
1949.8445997580454,224.68481200514108
1995.2623149688789,225.0531853316599
2041.7379446695318,225.5261647337164
2089.2961308540407,226.18033444470456
2137.9620895022326,227.07603715701802
2187.761623949552,228.27098011918403
2238.721138568342,229.83635229022164
2290.867652767775,231.80709911410494
2344.228815319923,234.23190998635607
2398.83291901949,237.1414129263414
2454.7089156850284,240.5624203048119
2511.886431509582,244.4998328124845
2570.3957827688646,248.93773375423848
2630.2679918953813,253.8688165059965
2691.534803926914,259.235818359653
2754.228703338169,264.97694694442504
2818.382931264455,271.00059292869093
2884.031503126606,277.203904513645
2951.209226666384,283.4527273172168
3019.951720402019,289.6050224755829
3090.295432513592,295.5058479501567
3162.2776601683795,301.0028230760336
3235.936569296281,305.930636438198
3311.3112148259142,310.1619408515472
3388.4415613920273,313.559476298104
3467.368504525317,316.02936659625567
3548.133892335753,317.50898223339556
3630.7805477010174,317.94079726134675
3715.3522909717276,317.3323860346643
3801.8939632056126,315.68587495223693
3890.4514499428046,313.05672981828553
3981.0717055349774,309.5004753084764
4073.8027780411303,305.09113526706426
4168.693834703355,299.92500823583066
4265.795188015925,294.0741348047192
4365.158322401657,287.6282308308797
4466.835921509635,280.69332180801484
4570.881896148751,273.36059838493713
4677.351412871981,265.7002140089075
4786.30092322638,257.7745020547023
4897.788193684466,249.65287759941702
5011.872336272725,241.4081258346688
5128.613839913648,233.08440425533578
5248.074602497723,224.718609864072
5370.317963702532,216.35026065868675
5495.408738576249,208.02030776994786
5623.413251903491,199.75976135738784
5754.399373371566,191.58796288258253
5888.436553555896,183.54000302248667
6025.5958607435805,175.62160651497862
6165.9500186148225,167.85161508020425
6309.57344480193,160.24294568406174
6456.542290346562,152.80969012538472
6606.9344800759645,145.5662161059328
6760.829753919819,138.51845803789837
6918.309709189362,131.6717448949882
7079.457843841388,125.03622786476649
7244.359600749906,118.61252751240957
7413.102413009177,112.40881214399054
7585.775750291836,106.4261599957887
7762.471166286911,100.66556796887421
7943.282347242822,95.12634248778511
8128.305161640995,89.8192326086016
8317.63771102671,84.73748174644129
8511.380382023759,79.87932882768897
8709.635899560813,75.2429512675389
8912.509381337459,70.82707565416995
9120.108393559096,66.62826518398629
9332.543007969905,62.644260843584206
9549.92586021437,58.87355559467397
9772.372209558112,55.30963524221296
